,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,one day minutes,percentage of minutes,one day charge,percentage of charge,one day calls,percentage of calls
1606,CT,95,415,392-5941,no,no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,False,770.0000000000001,0.03903308855193477,71.16000000000001,0.0359129072633956,359,0.03529913807174279
1607,NM,21,415,334-9182,no,yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,False,504.8999999999999,0.025594553779054365,50.39,0.02543073913719089,280,0.02753136117016151
1608,OR,163,408,346-3445,no,yes,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,False,686.5,0.03480027959857561,69.86,0.035256825483710175,294,0.028907929228669586
1609,VT,57,415,368-9507,no,no,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,False,700.9,0.035530249046819576,64.64,0.03262240479912719,295,0.02900625551856302
1610,RI,104,408,382-3966,yes,no,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,False,773.5,0.03921051168171629,69.45,0.035049907383963234,271,0.026646424561120607
1611,RI,83,415,334-5844,no,yes,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,False,474.7,0.02406364563065381,42.47,0.021433687064030503,262,0.0257614879520797
1612,NM,141,415,362-9411,no,no,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2,False,693.8,0.03517033355497706,63.08,0.03183510666350469,315,0.0309727813164317
1613,AL,95,415,390-3565,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,False,604.5999999999999,0.030648578361687995,61.699999999999996,0.03113865062045401,314,0.030874455026538263
1614,MT,184,415,417-4810,no,no,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1,True,729.5,0.03698004947874859,76.98,0.038850134923218,291,0.028612950358989288
1615,CT,74,408,384-3389,no,no,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,False,658.1999999999999,0.03336568686348501,59.489999999999995,0.030023311594988805,211,0.020746847167514567
1616,TN,67,415,414-9717,no,no,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,False,636.6999999999999,0.03227580192339852,60.51,0.030538083452895826,312,0.030677802446751397
1617,ID,104,415,357-1700,yes,no,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0,False,580.3,0.029416754917776292,53.58,0.027040662888880487,328,0.03225102308504634
1618,TX,71,415,376-7207,no,yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,False,576.9,0.02924440102027424,59.91,0.0302352764776564,329,0.03234934937493977
1619,NH,149,415,368-7706,no,no,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,True,504.4,0.025569207617657005,47.07,0.02375520720753275,323,0.03175939163557917
1620,ND,154,408,346-4216,no,yes,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,False,588.7,0.029842570429251945,64.33,0.03246595452858682,303,0.029792865837710493
1621,SC,138,510,370-9533,no,yes,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,False,348.0,0.017640928332562724,25.52,0.0128793900135168,370,0.036380727260570574
1622,KS,117,415,372-1493,no,no,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,False,576.1,0.029203847162038468,61.129999999999995,0.030850983993976563,305,0.029989518417497363
1623,ME,130,408,387-6031,no,no,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,5,3.05,1,False,550.5,0.027906123698493622,57.4,0.028968533964571486,372,0.03657737984035744
1624,RI,73,415,366-6248,no,no,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,False,591.1,0.029964232003959274,66.05000000000001,0.033334001190939835,372,0.03657737984035744
1625,WI,100,510,369-3756,no,yes,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0,False,818.5,0.041491666207478704,78.89,0.039814070461063486,319,0.03136608647600544
1626,NC,149,510,363-1719,no,no,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,False,528.4000000000001,0.026785823364730305,59.550000000000004,0.030053592292512754,284,0.027924666329735247
1627,OH,29,408,402-6666,no,no,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2,False,510.09999999999997,0.025858153857586913,57.14,0.028837317608634398,296,0.029104581808456452
1628,WY,131,510,408-9779,no,no,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,False,432.8,0.021939637305555024,41.519999999999996,0.02095424268656808,287,0.02821964519941555
1629,NJ,153,510,407-2441,no,no,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2,False,601.6,0.03049650139330384,55.120000000000005,0.027817867458661678,322,0.03166106534568573
1630,ND,84,510,384-5027,no,no,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,False,571.9000000000001,0.028990939406300643,65.13,0.032869697162239385,392,0.038543905638226114
1631,WI,133,510,380-3161,no,no,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2,False,576.5999999999999,0.02922919332343582,57.230000000000004,0.028882738654920314,309,0.030382823577071096
1632,KY,112,415,360-8135,no,no,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,False,562.9000000000001,0.02853470850114816,56.89,0.028711148035617973,339,0.033332612273874115
1633,NY,87,415,399-5426,no,no,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,False,661.0,0.03350762536731024,63.94,0.0322691299946812,273,0.026843077140907477
1634,MO,72,415,385-2564,no,no,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,False,623.9,0.0316269401916261,60.940000000000005,0.030755095118484083,336,0.033037633404193814
1635,AZ,66,510,337-8618,no,no,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,True,514.3,0.026071061613324738,52.50000000000001,0.02649561033344953,357,0.03510248549195592
1636,MN,65,510,354-8491,no,yes,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,6,2.4,1,False,699.1999999999999,0.03544407209806855,66.12,0.03336932867138444,287,0.02821964519941555
1637,CO,74,415,394-6278,no,no,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,False,691.1999999999999,0.03503853351571079,69.89999999999999,0.035277012615392796,310,0.030481149866964527
1638,MD,116,408,405-2276,no,no,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,True,516.4,0.026177515491193654,52.529999999999994,0.0265107506822115,240,0.023598309574424152
1639,AR,68,510,376-1000,no,no,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,False,497.79999999999995,0.025234638287211848,52.17999999999999,0.026334113279988497,285,0.028022992619628682
1640,TN,68,415,397-1659,no,no,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,False,611.6,0.031003424621251045,64.88,0.03274352758922296,298,0.029301234388243322
1641,DE,54,415,379-3953,yes,no,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,False,653.6,0.0331325021786293,68.07000000000001,0.03435345134091256,249,0.02448324618346506
1642,TN,99,408,418-6512,no,no,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,False,430.4,0.02181797573084769,34.84,0.017582991695569174,323,0.03175939163557917
1643,WI,107,408,392-5296,no,no,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,False,626.9,0.03177901716001026,53.58,0.027040662888880487,280,0.02753136117016151
1644,WV,124,510,355-3814,no,no,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,False,528.5999999999999,0.026795961829289238,56.260000000000005,0.028393200711616582,259,0.025466509082399398
1645,CT,95,415,375-2098,no,yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,False,842.3,0.042698143489993054,87.29,0.04405336811441542,330,0.032447675664833205
1646,MN,173,510,372-7990,no,no,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,True,667.1999999999999,0.033821917768637494,77.3,0.03901163197667902,398,0.039133863377586724
1647,MO,110,408,356-4558,no,no,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,False,556.8,0.02822548533210036,60.17,0.030366492833593484,274,0.026941403430800905
1648,VA,102,510,398-5788,no,no,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,False,690.2,0.03498784119291607,64.27,0.032435673831062876,330,0.032447675664833205
1649,NH,130,408,390-4003,no,no,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,False,443.6,0.022487114391738006,38.59,0.019475535290815568,339,0.033332612273874115
1650,OK,91,408,332-8103,no,yes,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,False,602.8000000000001,0.030557332180657506,72.02999999999999,0.036351977377492746,292,0.028711276648882716
1651,CT,64,415,406-9926,yes,no,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,True,490.40000000000003,0.02485951509853092,58.45,0.02949844617124047,362,0.035594116941423094
1652,TN,176,415,418-2402,no,yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,False,630.7,0.03197164798663021,71.9,0.036286369199524215,314,0.030874455026538263
1653,MD,93,510,384-3299,yes,no,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,True,517.9,0.026253553975385733,51.02,0.02574868646119229,289,0.028416297779202418
1654,WI,84,510,378-9090,no,yes,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,False,404.8,0.02052025226730285,37.38,0.018864874557416065,276,0.027138056010587774
1655,SD,138,510,350-6473,no,no,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3,False,587.5,0.02978173964189828,53.36,0.026929633664626033,286,0.028121318909522113
1656,ND,101,415,379-4583,no,yes,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,False,629.6000000000001,0.03191588643155602,53.239999999999995,0.026869072269578145,364,0.035790769521209964
1657,VA,136,408,411-5078,no,no,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,False,483.8,0.024524945768085768,47.230000000000004,0.023835955734263264,278,0.02733470859037464
1658,UT,111,510,347-4982,no,no,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,False,582.1999999999999,0.029513070331086258,57.09,0.028812083694031116,284,0.027924666329735247
1659,MA,132,408,341-9274,no,yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,False,503.20000000000005,0.025508376830303346,57.22,0.028877691871999654,265,0.026056466821760004
1660,SD,128,415,353-7461,no,no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,False,587.9000000000001,0.029802016571016172,67.98,0.034308030294626646,265,0.026056466821760004
1661,AL,92,408,371-7366,no,yes,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1,False,620.8,0.03146979399096247,66.59,0.03360652746865531,349,0.03431587517280846
1662,AL,197,415,395-7923,yes,no,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,True,537.2,0.027231915805323838,52.07,0.026278598667861277,295,0.02900625551856302
1663,WV,191,408,351-8398,no,no,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,False,624.5,0.031657355585302936,60.449999999999996,0.030507802755371884,314,0.030874455026538263
1664,SC,99,415,329-2204,no,yes,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,False,593.6999999999999,0.03009603204322554,61.03,0.030800516164769993,292,0.028711276648882716
1665,FL,106,415,407-7507,no,yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,False,448.7,0.022745645237991077,52.57000000000001,0.02653093781389413,340,0.03343093856376755
1666,KY,88,415,405-8075,no,no,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,False,698.6999999999999,0.03541872593667119,63.74999999999999,0.03217324111918871,232,0.02281169925527668
1667,UT,78,415,390-9698,no,no,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,False,504.99999999999994,0.025599623011333835,56.04,0.028282171487362125,310,0.030481149866964527
1668,NY,98,408,403-4917,no,no,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,False,543.9,0.027571554368048465,54.69,0.027600855793073423,322,0.03166106534568573
1669,MS,17,408,391-6709,no,yes,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,False,687.1,0.034830694992252435,68.39,0.034514948394373586,337,0.033135959694087246
1670,NH,56,415,389-5988,no,yes,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1,False,585.0,0.029655008834911477,51.76,0.026122148397320907,264,0.025958140531866566
1671,VA,84,415,372-1534,no,no,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,False,727.5999999999999,0.036883734065438614,63.28,0.03193604232191783,245,0.024089941023891323
1672,VT,95,510,395-6369,no,no,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,False,558.7,0.028321800745410332,60.4,0.0304825688407686,265,0.026056466821760004
1673,WY,16,415,400-3197,no,no,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,False,637.7,0.032326494246193244,64.14,0.03237006565309434,293,0.028809602938776154
1674,NV,76,510,377-4169,yes,no,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,True,702.9,0.03563163369240902,73.25,0.036967684893812906,284,0.027924666329735247
1675,WV,93,415,384-5343,no,no,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,False,600.0,0.030415393676832284,55.849999999999994,0.02818628261186964,269,0.02644977198133374
1676,WA,83,408,338-4472,no,no,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,False,471.2,0.023886222500872287,46.480000000000004,0.023457447015213982,302,0.029694539547817058
1677,KS,123,415,332-2126,no,no,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,False,589.7,0.029893262752046665,58.93,0.02974069175143201,257,0.02526985650261253
1678,VT,64,408,349-2157,no,no,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,False,656.1999999999999,0.03326430221789557,58.85,0.029700317488066758,325,0.03195604421536604
1679,OK,82,510,393-4823,no,no,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,True,815.8000000000001,0.04135479693593297,88.66,0.04474477737454543,301,0.029596213257923627
1680,GA,107,510,385-2683,no,no,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,False,571.8000000000001,0.028985870174021173,60.35999999999999,0.030462381709085967,335,0.03293930711430038
1681,CO,110,510,345-8350,no,no,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,False,604.5000000000001,0.030643509129408532,56.2,0.028362920014092637,308,0.03028449728717766
1682,AK,96,408,334-4506,no,yes,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,False,546.0,0.027678008245917377,51.60999999999999,0.026046446653511048,224,0.02202508893612921
1683,TN,47,415,332-3544,no,yes,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,False,676.9,0.03431363329974629,67.59,0.03411120576072102,355,0.03490583291216906
1684,KY,115,510,380-5102,no,no,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,False,408.30000000000007,0.020697675397084375,39.81,0.02009124280713573,306,0.030087844707390794
1685,PA,69,415,395-6149,no,no,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,False,490.2,0.02484937663397198,48.11,0.02428007263128108,262,0.0257614879520797
1686,CT,163,408,398-8122,no,yes,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,False,724.5,0.036726587864774986,72.82,0.03675067322822465,224,0.02202508893612921
1687,CT,90,415,334-4438,no,no,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3,False,382.3,0.01937967500442164,31.339999999999996,0.015816617673339202,301,0.029596213257923627
1688,MN,98,415,384-7459,no,no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,False,445.0,0.02255808364365061,38.95,0.01965721947595922,324,0.0318577179254726
1689,WY,90,408,368-3931,no,yes,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,False,522.6999999999999,0.02649687712480039,46.7,0.02356847623946844,250,0.02458157247335849
1690,PA,174,415,353-1352,no,yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,False,666.6,0.033791502374960675,68.94,0.034792521455009724,376,0.036970684999931176
1691,OR,95,415,348-5725,no,no,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,True,689.3,0.03494221810240082,75.63,0.038168819228929285,305,0.029989518417497363
1692,PA,79,415,365-2008,no,no,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,True,724.7,0.036736726329333926,74.99,0.03784582512200724,320,0.03146441276589887
1693,OK,123,415,393-3635,no,yes,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,False,633.4,0.03210851725817595,66.12,0.03336932867138444,361,0.03549579065152966
1694,VT,99,415,380-8727,no,no,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,True,600.0,0.030415393676832284,52.76,0.026626826689386613,291,0.028612950358989288
1695,ID,114,415,381-2376,no,no,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,False,702.8999999999999,0.035631633692409015,67.71,0.0341717671557689,327,0.03215269679515291
1696,PA,141,510,365-8114,no,no,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,False,582.4,0.029523208795645205,63.970000000000006,0.03228427034344317,307,0.03018617099728423
1697,NM,132,408,415-5008,no,no,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,False,596.9,0.030258247476168648,59.06,0.029806299929400554,309,0.030382823577071096
1698,FL,133,510,392-8318,no,no,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,False,663.4000000000001,0.03362928694201757,63.19,0.031890621275631914,285,0.028022992619628682
1699,TX,133,408,401-4007,no,no,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,False,551.4999999999999,0.027956816021288338,60.760000000000005,0.030664253025912257,360,0.035397464361636224
1700,VT,93,510,338-7709,no,yes,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2,False,535.8,0.027160946553411225,58.17,0.029357136249462075,268,0.026351445691440302
1701,MA,34,415,374-1981,no,no,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,True,755.4000000000001,0.038292980639131856,84.08,0.0424333507968845,246,0.024188267313784755
1702,OR,140,415,333-5101,no,no,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,True,584.8000000000001,0.029644870370352534,52.699999999999996,0.026596545991862668,269,0.02644977198133374
1703,DE,96,415,345-3734,no,yes,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,False,571.5,0.028970662477182753,58.46,0.029503492954161135,287,0.02821964519941555
1704,FL,144,510,384-5004,no,no,0,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,5,3.13,1,True,650.8000000000001,0.03299056367480409,76.34,0.03852714081629594,280,0.02753136117016151
1705,ID,24,408,341-9396,no,yes,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,3,False,563.3000000000001,0.028554985430266046,64.14,0.03237006565309434,326,0.03205437050525947
1706,MD,54,415,408-6302,no,no,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,False,672.7,0.03410072554400847,71.91999999999999,0.03629646276536552,389,0.03824892676854581
1707,WV,50,408,348-7193,no,no,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,True,504.1,0.025553999920818592,46.75,0.02359371015407172,320,0.03146441276589887
1708,ID,92,415,417-4063,no,yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,False,553.6,0.028063269899157257,58.7,0.029624615744256903,325,0.03195604421536604
1709,NV,96,408,375-6911,no,no,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,False,639.9,0.03243801735634163,65.89,0.03325325266420932,191,0.01878032136964589
1710,OH,146,415,358-3604,no,no,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,False,679.2,0.03443022564217415,63.02,0.03180482596598075,286,0.028121318909522113
1711,ID,138,415,339-7485,yes,yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,False,556.1000000000001,0.028190000706144063,62.74000000000001,0.03166351604420235,307,0.03018617099728423
1712,SC,102,408,368-3078,no,no,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,False,563.1999999999999,0.02854991619798657,58.019999999999996,0.029281434505652217,308,0.03028449728717766
1713,MO,76,510,418-7055,no,no,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,True,543.6,0.02755634667121005,49.47,0.02496643510849044,254,0.024974877632932227
1714,NE,99,415,386-9981,no,no,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,False,552.9999999999999,0.028032854505480417,56.769999999999996,0.028650586640570085,254,0.024974877632932227
1715,NC,83,510,366-2541,no,yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,False,599.4,0.03038497828315545,52.42,0.026455236070084272,305,0.029989518417497363
1716,ME,36,510,335-3110,no,yes,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,False,552.1,0.027987231414965175,55.71000000000001,0.028115627650980444,253,0.024876551343038796
1717,MI,70,510,400-7809,no,no,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,False,584.3,0.02961952420895517,54.08999999999999,0.02729804881783399,331,0.03254600195472664
1718,AZ,109,415,404-3106,yes,no,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,True,726.6,0.0368330417426439,74.46000000000001,0.03757834562721242,308,0.03028449728717766
